quote_id,year,make,model,mileage,location_zip,percent_to_market,market_avg_days_to_sell,n_similar_vehicles_listed,region_short_code,exact_list_price,wholesale_price,seller_source,expected_margin
0061a00000Fv0ZmAAJ,2012,Infiniti,FX35,33600,95125,0.970845186,111,46,us/sfo,28859,26200,shift.com,450
0061a00000Fvq7uAAB,2013,Audi,S4,27020,94111,0.973580816,68,66,us/sfo,34446,32500,shift.com,1150
0061a00000Gas0fAAB,2014,Subaru,BRZ,10000,94107,0.963936602,27,20,us/sfo,22375,17900,shift.com,0
0061a00000GB2hqAAD,2013,Toyota,Avalon,23000,94556,0.965844647,118,274,us/sfo,24458,22800,shift.com,0
0061a00000F7yBVAAZ,2014,Honda,Accord,14000,91604,0.970703436,83,298,us/lax,22171,20400,shift.com,0
0061a00000F7XD4AAN,2015,BMW,5 Series,18000,94404,0.940288806,41,125,us/sfo,36644,31900,shift.com,0
0061a00000FwLzsAAF,2016,Subaru,Crosstrek,5,94022,0.964367732,74,90,us/sfo,24417,0,shift.com,0
0061a00000GCFDBAA5,2011,BMW,3 Series,35000,94114,0.96597222,71,129,us/sfo,17282,14700,shift.com,0
0061a00000GAtWlAAL,2011,Toyota,Camry,36000,20171,0.940866032,67,1285,us/was,12131,9375,shift.com,0
0061a00000Ga22tAAB,2011,Nissan,Versa,32723,90631,0.926638846,102,18,us/lax,7736,4525,shift.com,3125
0061a00000GX0E9AAL,2014,Volkswagen,Jetta,15000,94563,0.952716032,54,39,us/sfo,13700,10850,shift.com,0
0061a00000GXr7EAAT,2010,Scion,tC,22000,94588,0.935715737,84,28,us/sfo,10971,8325,shift.com,320134
0061a00000FwxR7AAJ,2013,Honda,Accord,22732,94022,0.965442848,68,2573,us/sfo,17124,13650,shift.com,0
0061a00000H2CGyAAN,2012,Mini,Cooper S Countryman,33900,94022,0.962217717,69,117,us/sfo,16737,13150,shift.com,0
0061a00000GQruuAAD,2011,BMW,3 Series,59250,94010,0.956363929,65,62,us/sfo,15928,12550,shift.com,3100
0061a00000GoqVvAAJ,2016,Subaru,WRX,9000,94611,0.973796255,87,135,us/sfo,28360,24600,shift.com,0
0061a00000GpCPbAAN,2009,Chevrolet,Malibu,50000,22207,0.920342942,46,193,us/was,8795,0,shift.com,0
0061a00000EvMu0AAF,2013,Volkswagen,Jetta,20962,94022,0.945200189,74,1025,us/sfo,13555,10250,shift.com,0
0061a00000GQtgUAAT,2013,Cadillac,XTS,37800,20190,5003.32111,110,62,us/was,27418,25700,shift.com,0
0061a00000GBMXTAA5,2003,Hyundai,Elantra,55000,94709,0.853365112,36,57,us/sfo,3818,875,shift.com,1125
0061a00000GYfUEAA1,2014,Honda,Accord,32789,94022,0.967199245,61,819,us/sfo,17744,,shift.com,0
0061a00000GZZSKAA5,2014,Acura,TSX,25000,20743,0.957593419,102,23,us/was,20280,,shift.com,0
0061a00000GB4yGAAT,2015,BMW,X1,23300,91755,0.948879891,65,99,us/lax,23465,18200,shift.com,0
0061a00000GB2I3AAL,2013,Hyundai,Elantra,23855,94555,0.977134991,45,317,us/sfo,13386,10200,shift.com,0
0061a00000GNNQNAA5,2005,Toyota,Avalon,120000,92833,0.947457245,111,41,us/sna,7909,5325,shift.com,0
0061a00000GWFw9AAH,2013,Hyundai,Tucson,33000,90036,0.954086315,101,152,us/lax,17995,15850,shift.com,0
0061a00000Goy14AAB,2015,Toyota,Corolla,18000,22305,0.96073936,37,56,us/was,14696,11900,shift.com,0
0061a00000FHhKCAA1,2004,Nissan,350Z,107000,92886,0.938633069,57,29,us/sna,9920,8075,shift.com,0
0061a00000Fw18RAAR,2013,Hyundai,Sonata,69400,90034,0.96138343,47,2371,us/lax,12185,8950,shift.com,-950
0061a00000GB3CuAAL,2015,Toyota,Corolla,18000,91335,0.961186508,88,226,us/lax,16108,13450,shift.com,0
0061a00000Fvq9gAAB,2013,Audi,A4,39000,95134,0.954399896,0,5,us/sfo,22861,22000,shift.com,0
0061a00000GYxuzAAD,2009,BMW,3 Series,83000,94134,0.966832276,126,21,us/sfo,15728,12000,shift.com,0
0061a00000FwXMFAA3,2012,Volkswagen,GTI,59000,94536,0.969481995,0,4,us/sfo,14799,11550,shift.com,0
0061a00000F7zcGAAR,2010,Mazda,Mazda3,85000,94109,0.949660517,51,28,us/sfo,10612,7425,shift.com,3175
0061a00000Fv7y0AAB,2012,Volkswagen,Jetta,39200,94086,0.972047372,38,5,us/sfo,11886,8450,shift.com,0
0061a00000GAjcKAAT,2010,Audi,A3,62000,94605,0.945526623,153,15,us/sfo,13864,10850,shift.com,2500
0061a00000F8eORAAZ,2010,Lexus,IS,65000,92844,0.942137476,75,115,us/sna,21256,19600,shift.com,0
0061a00000G6uiYAAR,2007,Toyota,RAV4,95000,94107,0.932338184,66,214,us/sfo,10303,7050,shift.com,0
0061a00000FvbExAAJ,2013,Volkswagen,GTI,4000,94041,0.958171832,53,52,us/sfo,19908,18600,shift.com,0
0061a00000GR6tOAAT,2006,Mini,Cooper S,40714,94062,0.933214926,58,88,us/sfo,8605,5100,shift.com,3850
0061a00000GBPXVAA5,2015,Mazda,Mazda3,35000,94022,0.972682879,62,1744,us/sfo,14581,11600,shift.com,0
0061a00000GBUzXAAX,2014,Mazda,Mazda6,44900,95002,0.975789359,87,51,us/sfo,19402,16600,shift.com,50
0061a00000GX9iiAAD,2008,Subaru,Legacy,102572,95125,0.924981124,69,68,us/sfo,8050,4050,iOS,3600
0061a00000EvRfyAAF,2012,Subaru,Outback,60000,94044,0.967083299,92,98,us/sfo,17607,15600,shift.com,2050
0061a00000F7lnlAAB,2015,Toyota,Camry,3000,90034,0.958461082,77,931,us/lax,18159,15850,shift.com,0
0061a00000F7847AAB,2006,Honda,CR-V,95615,94925,0.945936843,48,130,us/sfo,9977,7325,shift.com,1025
0061a00000Gp8cmAAB,2016,Scion,iA,1,94022,0.962436831,50,101,us/sfo,15855,,shift.com,0
0061a00000F7d4cAAB,2013,Ford,Escape,24000,94110,0.963550645,109,25,us/sfo,17014,14600,shift.com,0
0061a00000GXB5uAAH,2013,Toyota,Prius,46089,94022,0.961315764,150,156,us/sfo,14767,11850,shift.com,0
0061a00000FapCsAAJ,2010,Mercedes-Benz,C-Class,39875,94022,0.962031061,101,48,us/sfo,32572,31700,shift.com,0
0061a00000GArThAAL,2010,Porsche,911,29000,94025,0.971299858,0,8,us/sfo,57054,50200,shift.com,0
0061a00000FwBQOAA3,2010,Mercedes-Benz,GLK-Class,67351,92603,0.960855859,89,81,us/sna,18317,,shift.com,0
0061a00000GBdGeAAL,2007,Honda,Civic,55000,94306,0.909814282,50,177,us/sfo,7913,4375,shift.com,0
0061a00000Ga8YEAAZ,2011,BMW,3 Series,48217,94022,0.970639051,98,38,us/sfo,21043,18300,shift.com,24233492
0061a00000FwCosAAF,2005,Jeep,Wrangler,17851,94103,0.885781862,39,13,us/sfo,22633,,iOS,0
0061a00000Ev97JAAR,2013,BMW,5 Series,38792,94022,0.961610096,79,28,us/sfo,26520,23900,shift.com,0
0061a00000GNROJAA5,2012,Buick,Verano,92900,92656,0.953888806,87,53,us/sna,11861,8550,shift.com,0
0061a00000H2TNMAA3,2010,Toyota,Matrix,55500,91307,0.919644785,99,107,us/lax,9516,6550,shift.com,0
0061a00000FaZHNAA3,2012,Ford,Mustang,45000,90292,0.962424466,68,70,us/lax,22437,19850,shift.com,0
0061a00000Fvja6AAB,2015,BMW,X5,11360,90266,0.960983642,66,31,us/lax,52127,46300,shift.com,-2950
0061a00000Fw3V4AAJ,2003,Ford,Thunderbird,65000,94578,0.934090234,79,185,us/sfo,15742,,shift.com,0
0061a00000GoTbiAAF,2009,Honda,Fit,50000,94122,0.932346368,63,305,us/sfo,10394,7375,shift.com,0
0061a00000Fw3VYAAZ,2010,Nissan,Rogue,71000,94024,0.950837145,45,15,us/sfo,11417,7750,shift.com,2200
0061a00000GWUgyAAH,2010,Chrysler,Sebring,83000,22125,0.942712139,100,20,us/was,9885,6900,shift.com,0
0061a00000GQmv4AAD,2007,Honda,Accord,90000,95134,0.943687052,55,74,us/sfo,8770,0,shift.com,0
0061a00000GAqKFAA1,2013,Hyundai,Elantra,53000,91326,0.9782965,44,310,us/lax,11870,8425,shift.com,0
0061a00000GWDEQAA5,2005,Nissan,Sentra,62000,94568,0.857312509,63,157,us/sfo,5399,2300,shift.com,0
0061a00000Fao7LAAR,2014,Mercedes-Benz,C-Class,37532,94022,0.96003235,69,570,us/sfo,24145,19500,shift.com,0
0061a00000GZXNGAA5,2016,Toyota,Prius v,5050,92831,0.979534379,63,7,us/sna,24613,0,shift.com,0
0061a00000EvlkNAAR,2013,Jeep,Wrangler,71000,90033,0.954081294,51,37,us/lax,20848,18500,shift.com,0
0061a00000FXPOqAAP,2006,Mazda,Mazda6,50000,94104,0.8952829,73,30,us/sfo,9187,6350,shift.com,0
0061a00000GQkRvAAL,2012,Toyota,Tacoma,10000,94568,0.964704225,82,554,us/sfo,29328,27200,iOS,0
0061a00000FwM31AAF,2013,BMW,5 Series,32869,94022,0.963513728,48,47,us/sfo,27470,23200,shift.com,0
0061a00000GBkA2AAL,2014,Nissan,Rogue,23100,94102,0.961382695,104,46,us/sfo,20158,17800,shift.com,0
0061a00000GR8CsAAL,2013,BMW,X3,72000,94118,0.957444556,69,179,us/sfo,22889,18750,shift.com,0
0061a00000F81RgAAJ,2003,Toyota,Corolla,150000,94110,0.89379644,44,81,us/sfo,4591,2100,shift.com,-600
0061a00000FuzduAAB,2010,Honda,CR-V,98000,94588,0.959133268,69,318,us/sfo,13808,11400,shift.com,1250
0061a00000Ev21rAAB,2004,Volkswagen,Beetle,58000,94015,0.916859979,73,24,us/sfo,5840,2925,shift.com,0
0061a00000G6xqoAAB,2008,Toyota,Prius,83000,90230,0.940275954,82,62,us/lax,8642,5650,shift.com,0
0061a00000GNU7RAAX,2009,Scion,xB,73500,92626,0.918129365,58,214,us/sna,9232,6125,shift.com,0
0061a00000GWVeNAAX,2013,Infiniti,FX37,60000,91746,0.968515545,194,198,us/lax,25702,24000,iOS,0
0061a00000GBGJgAAP,2013,BMW,1 Series,30000,94108,0.963943122,129,20,us/sfo,25529,21200,shift.com,0
0061a00000FuznpAAB,2015,Ford,Fusion Hybrid,16000,94601,0.964525793,71,48,us/sfo,18183,14500,shift.com,0
0061a00000F7HUfAAN,2006,Honda,Civic,65000,91744,0.924105315,75,52,us/lax,8169,5275,shift.com,0
0061a00000GZzeFAAT,2009,Toyota,Camry,30000,20817,0.9294564,70,964,us/was,10264,8100,shift.com,0
0061a00000FwnSgAAJ,2013,Ford,C-Max Hybrid,33960,90292,0.957463783,60,113,us/lax,15428,12800,shift.com,150
0061a00000Fw1DbAAJ,2007,Toyota,Prius,92000,94539,0.935661612,84,12,us/sfo,7915,4425,shift.com,3925
0061a00000Gp8RsAAJ,2008,BMW,3 Series,57000,90036,0.950572037,243,20,us/lax,14218,12200,shift.com,0
0061a00000G9itAAAR,2007,Porsche,Cayman,58000,95123,0.957327554,90,19,us/sfo,23904,19950,shift.com,3000
0061a00000GNc16AAD,2010,Chevrolet,Malibu,57000,94608,0.944141298,71,126,us/sfo,12017,8575,shift.com,0
0061a00000FuXcFAAV,2008,Infiniti,G37,75000,22201,0.944675211,54,54,us/was,15738,14250,shift.com,0
0061a00000GXrgzAAD,2010,Mazda,Mazda3,55000,20165,0.926686262,68,113,us/was,9614,7075,iOS,0
0061a00000HAseyAAD,2010,Honda,Pilot,48237,94022,0.953098739,72,124,us/sfo,18656,16350,shift.com,0
0061a00000GoTrbAAF,2016,Land Rover,Range Rover Sport,5000,94107,0.961670575,71,40,us/sfo,81394,66000,shift.com,0
0061a00000EvSvWAAV,2004,Toyota,Corolla,65000,92692,0.9027924,60,64,us/sna,6792,3825,shift.com,3525
0061a00000F7nqvAAB,2013,BMW,3 Series,29600,90025,0.954110367,66,46,us/lax,23477,20000,shift.com,1650
0061a00000GBvEsAAL,2012,Kia,Soul,49400,90230,0.933493023,67,119,us/lax,9587,6375,shift.com,2975
0061a00000GZ6zUAAT,2005,Chevrolet,Cobalt,99000,94541,0.851387983,74,109,us/sfo,4413,1575,shift.com,0
0061a00000EvjOyAAJ,2008,Honda,Accord,74106,94022,0.940154454,44,40,us/sfo,11889,8850,shift.com,0
0061a00000FKYc8AAH,2013,Ford,Escape,27952,94022,0.964483874,83,167,us/sfo,21120,18500,shift.com,0
0061a00000F7xHNAAZ,2010,Scion,tC,76000,94062,0.941707853,113,35,us/sfo,8947,5900,shift.com,0
0061a00000GWQTLAA5,2008,Hyundai,Sonata,86800,95014,0.909066727,44,33,us/sfo,6587,3000,shift.com,0
0061a00000Gp0QeAAJ,2006,Honda,Civic,65000,94107,0.914572171,38,164,us/sfo,7625,3975,shift.com,275
0061a00000GYxW4AAL,2012,Mercedes-Benz,E-Class,36713,94022,0.959746764,72,97,us/sfo,25711,21200,shift.com,0
0061a00000FwxtkAAB,2015,Lincoln,MKC,8819,94022,0.949035754,77,170,us/sfo,31044,27500,shift.com,0
0061a00000GZ5ZvAAL,2012,Toyota,Prius Plug-in,63000,90680,0.942555413,152,60,us/sna,12736,9125,shift.com,0
0061a00000EvVnUAAV,2014,Toyota,Corolla,32521,94022,0.955664763,66,78,us/sfo,15052,12700,shift.com,0
0061a00000FspmrAAB,2009,Honda,Civic,50000,20720,0.934796759,51,323,us/was,9700,6250,shift.com,2700
0061a00000FvU7YAAV,2015,BMW,X1,16000,94010,0.963305175,28,8,us/sfo,26951,20300,shift.com,5350
0061a00000GC1yHAAT,2007,Lexus,IS,74000,94107,-0.323222322,60,212,us/sfo,13466,10000,shift.com,3650
0061a00000FwXmIAAV,2013,Honda,CR-V,25000,94010,0.969302644,75,240,us/sfo,22650,19250,shift.com,1700
0061a00000FvM40AAF,2016,Ford,Explorer,10000,94127,0.959084734,144,43,us/sfo,39019,25500,shift.com,0
0061a00000GaMWMAA3,2012,Honda,Civic,47902,90292,0.968216621,148,22,us/lax,12440,10350,shift.com,0
0061a00000FwrYgAAJ,2015,Lexus,IS,16300,90012,0.960595403,83,35,us/lax,36570,34700,shift.com,0
0061a00000GZsSFAA1,2008,Infiniti,G35,80000,91016,0.938362452,74,123,us/lax,12883,10250,shift.com,0
0061a00000F8BviAAF,2011,Audi,Q5,39000,90402,0.96053741,74,44,us/lax,23054,19150,shift.com,0
0061a00000GaDE9AAN,2004,Jeep,Wrangler,68000,90046,0.936109418,48,28,us/lax,17403,13850,shift.com,0
0061a00000GZfE0AAL,2014,Honda,CR-V,19596,94022,0.973486315,61,20,us/sfo,23166,20500,shift.com,0
0061a00000GYKMEAA5,2014,Toyota,4Runner,15074,94022,0.964511047,74,26,us/sfo,32928,31200,shift.com,0
0061a00000GashVAAR,2011,Toyota,Prius,57450,90028,0.951348746,54,157,us/lax,11496,8850,shift.com,2350
0061a00000GonDZAAZ,2013,Toyota,Highlander,27000,94114,0.96638683,99,11,us/sfo,27401,26700,shift.com,0
0061a00000GQnCaAAL,2013,Jaguar,XF,21614,94022,0.977513488,0,6,us/sfo,48889,0,shift.com,0
0061a00000F8RxoAAF,2013,Scion,FR-S,30000,90403,0.964535027,54,83,us/lax,18978,16700,shift.com,0
0061a00000FuyNHAAZ,2005,Mercedes-Benz,C-Class,70000,90019,0.917206586,87,98,us/lax,7334,3750,shift.com,0
0061a00000GZoE9AAL,2014,Volkswagen,Jetta,22600,94107,0.948718324,159,126,us/sfo,13011,10800,shift.com,1550
0061a00000G7E2IAAV,2016,Ford,Mustang,5602,94022,0.966959826,142,38,us/sfo,37979,,shift.com,0
0061a00000GayqaAAB,2008,Mazda,Mazda6,95000,95051,0.913205532,58,44,us/sfo,7147,,shift.com,0
0061a00000GAs6jAAD,2016,Scion,FR-S,9,94022,0.969037784,0,5,us/sfo,26318,21600,shift.com,0
0061a00000GBbFtAAL,2015,Porsche,Macan,7000,90012,0.980336044,95,55,us/lax,53078,51600,shift.com,0
0061a00000GR9sLAAT,2012,Dodge,Grand Caravan,33000,90803,0.948146096,51,317,us/sna,12986,9325,shift.com,3075
0061a00000FsoWiAAJ,2014,Honda,Civic,1111,94114,0.957941527,76,2117,us/sfo,16286,14150,iOS,0
0061a00000EvYZuAAN,2010,Subaru,Impreza,58000,94117,0.943321308,127,37,us/sfo,11218,9100,shift.com,1250
0061a00000F7Jh4AAF,2014,Lexus,IS,31000,90241,0.976410656,73,97,us/lax,33538,30800,shift.com,1550
0061a00000GYWq9AAH,2009,Nissan,Altima,100000,20171,0.931466808,18,37,us/was,8133,5075,shift.com,0
0061a00000GCKWLAA5,2010,Honda,Fit,99000,94591,0.922636586,47,93,us/sfo,8598,5525,shift.com,0
0061a00000F7ZczAAF,2007,Toyota,Corolla,105000,94086,0.930465794,49,47,us/sfo,6877,4675,shift.com,1275
0061a00000GY1nfAAD,2014,Mercedes-Benz,CLA-Class,40300,94605,0.96973986,81,188,us/sfo,26477,22500,shift.com,0
0061a00000FwEEHAA3,2005,Ford,Thunderbird,14500,91311,0.966974347,60,9,us/lax,18946,14400,shift.com,0
0061a00000H2D00AAF,2010,Toyota,Corolla,21479,94022,0.937200693,57,1035,us/sfo,10536,7575,shift.com,0
0061a00000FvhKqAAJ,2013,BMW,3 Series,47000,92704,0.961243714,54,39,us/sna,22601,18450,shift.com,0
0061a00000FwPuZAAV,2007,Honda,CR-V,124400,94401,0.948987279,54,70,us/sfo,11065,7750,shift.com,1600
0061a00000HAZt9AAH,2010,Honda,Civic,45800,94305,0.951149831,57,98,us/sfo,11203,7825,shift.com,0
0061a00000Ev8sdAAB,2012,Honda,Civic,49600,94538,0.959634301,56,74,us/sfo,16521,15000,shift.com,0
0061a00000GBrUDAA1,2012,Volkswagen,Golf,75000,95014,0.972044998,47,29,us/sfo,21784,19100,shift.com,0
0061a00000GY8UvAAL,2013,BMW,3 Series,56000,22311,0.963352164,142,73,us/was,20419,16750,shift.com,0
0061a00000F8Re1AAF,2010,Nissan,Altima,88267,91203,0.936287443,58,421,us/lax,10085,6900,shift.com,2050
0061a00000GNcbWAAT,2010,Honda,Civic,75000,95035,0.943909095,41,297,us/sfo,9747,6350,shift.com,0
0061a00000GpQ20AAF,2015,Toyota,Camry,16200,90712,0.9623602,65,1086,us/sna,17300,14350,shift.com,0
0061a00000F8MQ0AAN,2011,Toyota,Camry,40425,94022,0.936767432,64,79,us/sfo,13967,10750,shift.com,0
0061a00000GXuG2AAL,2008,Volkswagen,Jetta,90000,94123,0.872907017,0,4,us/sfo,6590,2400,iOS,0
0061a00000FNWAcAAP,2009,Lexus,ES,80000,90007,0.952822388,69,100,us/lax,15649,12600,shift.com,0
0061a00000GoTm7AAF,2012,Toyota,Yaris,33818,94022,0.95053492,83,53,us/sfo,9797,6500,shift.com,0
0061a00000F7oDSAAZ,2011,BMW,X3,44000,95131,0.971825334,82,27,us/sfo,22573,18500,shift.com,0
0061a00000GauKpAAJ,2012,Toyota,Prius,11729,95070,0.936937932,175,26,us/sfo,15640,12300,shift.com,0
0061a00000FavkBAAR,2012,Honda,Crosstour,56600,22102,0.967629562,100,54,us/was,18813,17550,shift.com,0
0061a00000GZgB5AAL,2014,Mazda,Mazda3,47704,94022,0.963361254,85,46,us/sfo,16004,12400,shift.com,0
0061a00000Fv8cwAAB,2013,BMW,X1,38105,94022,0.956842793,89,206,us/sfo,22662,19950,shift.com,0
0061a00000F7OI1AAN,2011,Chevrolet,Camaro,56000,22202,0.965998466,77,44,us/was,15383,13050,shift.com,0
0061a00000GQuNiAAL,2013,Audi,S4,32000,94043,0.968534365,85,35,us/sfo,34749,,iOS,0
0061a00000GB2seAAD,2009,Honda,Civic,98000,94536,0.937141759,50,301,us/sfo,8843,5600,shift.com,0
0061a00000GZbZEAA1,2004,Chrysler,Crossfire,11000,92801,0.928984622,80,46,us/sna,8138,4900,iOS,0
0061a00000GB2YUAA1,2011,Hyundai,Tucson,40005,94070,0.957405659,75,123,us/sfo,15409,13150,shift.com,0
0061a00000Fvx6QAAR,2013,Subaru,BRZ,24000,94612,0.968786956,36,15,us/sfo,20594,17750,shift.com,0
0061a00000GY8fPAAT,2014,Nissan,Sentra,33000,94110,0.948166224,54,918,us/sfo,11578,8775,shift.com,0
0061a00000FwuMQAAZ,2011,Chevrolet,Silverado 1500,70083,94022,0.960980418,83,88,us/sfo,23374,19700,shift.com,0
0061a00000GBcSAAA1,2014,Honda,CR-V,28293,95134,0.97042212,89,290,us/sfo,20118,15800,shift.com,0
0061a00000GXX43AAH,2013,Honda,Pilot,39000,20171,0.973193177,173,63,us/was,28635,27400,shift.com,0
0061a00000Fb6cFAAR,2011,Honda,Accord,69405,92617,0.951901024,63,180,us/sna,12350,9950,shift.com,1000
0061a00000Fw8U8AAJ,2010,Toyota,Yaris,67300,95407,0.93478313,99,10,us/sfo,8426,5275,shift.com,0
0061a00000Goz5KAAR,2011,Toyota,Prius,58760,94022,0.947820581,53,252,us/sfo,11935,8400,shift.com,0
0061a00000GZ32gAAD,2014,BMW,3 Series,22453,92612,0.949568964,85,259,us/sna,24826,21400,shift.com,0
0061a00000GaMv0AAF,2012,Buick,LaCrosse,12345,94122,0.94627978,121,44,us/sfo,14857,11000,shift.com,0
0061a00000GpSugAAF,2011,BMW,3 Series,73120,94022,0.959015602,53,40,us/sfo,17697,12950,shift.com,0
0061a00000Ev6jKAAR,2011,Volvo,XC90,46000,94123,0.94651541,65,103,us/sfo,21849,20900,shift.com,1450
0061a00000GZBv1AAH,2014,Mercedes-Benz,C-Class,23000,94107,0.957746768,93,192,us/sfo,24277,22000,shift.com,0
0061a00000GX8v6AAD,2013,Lexus,RX,35809,94022,0.97103224,59,158,us/sfo,30604,26900,shift.com,0
0061a00000F7j6cAAB,2015,Honda,Civic,17567,91405,0.967229163,72,144,us/lax,18135,16000,shift.com,0
0061a00000GCPcsAAH,2007,BMW,3 Series,70000,90048,0.960111216,113,21,us/lax,16065,12650,shift.com,0
0061a00000GXOEPAA5,2014,Ford,Fusion,18400,94062,0.95593756,62,411,us/sfo,15298,11600,shift.com,0
0061a00000FwSS2AAN,2015,Hyundai,Tucson,24000,95112,0.957756094,29,5,us/sfo,18776,16350,shift.com,0
0061a00000FaugDAAR,2016,Ford,Fusion,3000,95035,0.931876598,165,22,us/sfo,21822,15600,shift.com,0
0061a00000GoYdoAAF,2010,Infiniti,G37,58000,94080,0.969820717,29,6,us/sfo,16061,0,shift.com,0
0061a00000FvpWlAAJ,2014,Audi,A6,45000,92603,0.970821961,39,11,us/sna,28151,24300,shift.com,0
0061a00000GpQDIAA3,2012,Audi,S4,35000,94115,0.974457501,135,37,us/sfo,29277,27300,shift.com,0
0061a00000GCLc4AAH,2015,Volkswagen,Jetta,15000,90034,0.956684006,67,631,us/lax,14714,12850,shift.com,0
0061a00000GRB2nAAH,2013,Nissan,Altima,29343,94022,0.949872821,88,1501,us/sfo,14341,10900,shift.com,0
0061a00000GauZaAAJ,2007,Infiniti,FX35,65000,91377,0.938850697,102,53,us/lax,14260,,shift.com,0
0061a00000GCFrLAAX,2004,BMW,6 Series,79318,94028,0.937890951,74,36,us/sfo,13930,9825,iOS,-2325
0061a00000GCH3CAAX,2015,Infiniti,Q40,22600,90802,0.9449286,63,46,us/sna,24312,21800,shift.com,0
0061a00000H2KJ8AAN,2013,Mercedes-Benz,E-Class,41500,94089,0.960411274,149,42,us/sfo,25826,22400,shift.com,0
0061a00000FwsEXAAZ,2005,BMW,5 Series,62000,94404,0.918468702,62,94,us/sfo,9265,5375,shift.com,0
0061a00000F6yc3AAB,2013,Ford,Fusion,35000,94122,0.964130453,59,155,us/sfo,15928,12750,shift.com,2200
0061a00000Gb0BnAAJ,2008,BMW,5 Series,50810,90049,0.948127712,74,56,us/lax,13260,9625,shift.com,3775
0061a00000Fwi8xAAB,2015,Subaru,Impreza,8205,94022,0.968084886,61,64,us/sfo,33888,,shift.com,0
0061a00000GauVnAAJ,2013,Porsche,911,7200,90066,0.979623737,60,13,us/lax,82627,79000,shift.com,0
0061a00000Fw8IvAAJ,2013,Mazda,CX-5,45000,94114,0.971052179,66,19,us/sfo,19270,16600,shift.com,0
0061a00000GZ79bAAD,2008,BMW,3 Series,44000,95070,0.953820435,97,25,us/sfo,14144,11350,shift.com,2600
0061a00000H2ImnAAF,2013,Subaru,Outback,40500,22042,0.968219023,54,123,us/was,23542,19950,iOS,0
0061a00000GRB4UAAX,2014,Toyota,Camry,34347,94022,0.955790802,67,230,us/sfo,14734,11600,shift.com,0
0061a00000F8531AAB,2013,Honda,CR-V,24000,95136,0.970143926,55,222,us/sfo,22816,19100,shift.com,0
0061a00000GArncAAD,2011,BMW,3 Series,32740,22202,0.964681221,79,21,us/was,17409,15150,shift.com,800
0061a00000FuOrzAAF,2013,Ford,C-Max Energi,20096,94022,0.935513595,60,251,us/sfo,15225,13800,shift.com,0
0061a00000F7kY3AAJ,2013,Lincoln,MKZ,41698,94022,0.95667877,95,55,us/sfo,21322,18800,shift.com,0
0061a00000GR9GCAA1,2013,Honda,Civic,36500,94080,0.96608428,49,2705,us/sfo,13883,10400,shift.com,2250
0061a00000FwRRaAAN,2010,BMW,3 Series,40000,94303,0.955830382,73,13,us/sfo,17021,13900,shift.com,2750
0061a00000F7oxZAAR,2011,Audi,S4,32000,94105,0.965565514,98,64,us/sfo,27415,26400,shift.com,0
0061a00000GBuONAA1,2010,Cadillac,CTS,20000,20902,0.943710877,54,26,us/was,16359,16850,shift.com,0
0061a00000EvE3kAAF,2008,Honda,Civic,93000,94608,0.91827807,57,247,us/sfo,8154,5075,shift.com,2575
0061a00000GBcL4AAL,2013,Hyundai,Sonata,27000,94089,0.959130988,49,2356,us/sfo,14465,11200,shift.com,0
0061a00000EveMiAAJ,2009,Nissan,Sentra,52000,94619,0.912722812,88,56,us/sfo,8072,4850,shift.com,-350
0061a00000GB3EqAAL,2015,Honda,Accord,16000,90241,0.959781934,112,72,us/lax,21026,20500,shift.com,0
0061a00000GYJMwAAP,2015,Nissan,Rogue,13667,94022,0.965283338,144,250,us/sfo,23454,20900,shift.com,0
0061a00000FajoWAAR,2013,Lexus,ES,27000,94920,0.970850575,37,52,us/sfo,28648,24100,shift.com,850
0061a00000GBhCHAA1,2013,BMW,3 Series,35500,94618,0.954464941,53,334,us/sfo,23836,20100,shift.com,1850
0061a00000Gp8e9AAB,2016,Scion,iM,1,94022,0.962656407,100,117,us/sfo,17357,15500,shift.com,0
0061a00000GWGngAAH,2016,Mercedes-Benz,C-Class,17000,94536,0.966162073,55,37,us/sfo,40351,27800,shift.com,0
0061a00000Gp2mJAAR,2012,Volkswagen,Jetta,45000,91207,0.954531888,69,23,us/lax,15187,13950,iOS,0
0061a00000GAsnVAAT,2014,BMW,3 Series,30000,20011,0.959417575,100,31,us/was,21787,17600,iOS,0
0061a00000GC9BaAAL,2009,Mercedes-Benz,E-Class,54000,91504,0.9567128,72,40,us/lax,16709,14350,shift.com,0
0061a00000F80bBAAR,2006,Honda,Civic,56626,90019,0.92636156,55,73,us/lax,7737,4775,shift.com,3875
0061a00000FvEFbAAN,2013,Volkswagen,Tiguan,49147,94022,0.95085009,69,274,us/sfo,14104,10700,shift.com,0
0061a00000F7tO6AAJ,2013,Audi,A4,26000,94110,0.965361939,71,150,us/sfo,24719,22200,shift.com,0
0061a00000GR9yYAAT,2013,Toyota,Prius Plug-in,49000,90265,0.948184253,95,67,us/lax,14754,11850,shift.com,0
0061a00000GZthnAAD,2014,Toyota,Prius,13147,94022,0.964259596,42,42,us/sfo,19729,17800,shift.com,0
0061a00000Evjt3AAB,2005,Toyota,Camry,130000,95134,0.914774001,58,541,us/sfo,6401,3375,iOS,0
0061a00000GAkkfAAD,2013,Volkswagen,GTI,60000,95124,0.966001413,43,34,us/sfo,17272,13700,shift.com,3250
